Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;13;Box;NORMALE;P;1350;1900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;9;Magazzini;NORMALE;P;550;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;NORMALE;P;1450;1900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;5;Negozi;OTTIMO; ;1900;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;6;Uffici;OTTIMO;P;1800;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;18;Uffici strutturati;OTTIMO;P;1950;2950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;8;Capannoni industriali;NORMALE;P;650;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D37;MI00011747;10;Laboratori;NORMALE;P;850;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;NORMALE;P;3000;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;20;Abitazioni civili;OTTIMO; ;4100;5000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;OTTIMO; ;2600;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;21;Abitazioni di tipo economico;NORMALE;P;2000;2550;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;13;Box;NORMALE;P;1350;1900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;9;Magazzini;NORMALE;P;550;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;NORMALE;P;1600;2000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;5;Negozi;OTTIMO; ;2100;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;6;Uffici;OTTIMO;P;1900;3100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;18;Uffici strutturati;OTTIMO;P;2400;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;8;Capannoni industriali;NORMALE;P;650;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D38;MI00011748;10;Laboratori;NORMALE;P;800;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;20;Abitazioni civili;OTTIMO;P;4300;5200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;13;Box;OTTIMO;P;1400;2200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;9;Magazzini;OTTIMO;P;700;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;5;Negozi;NORMALE;P;2500;4000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;6;Uffici;OTTIMO;P;1800;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;18;Uffici strutturati;OTTIMO;P;2500;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;8;Capannoni industriali;NORMALE;P;700;1050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D39;MI00011750;10;Laboratori;NORMALE;P;850;1300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;OTTIMO; ;3700;5000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;20;Abitazioni civili;NORMALE;P;2650;3700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;NORMALE;P;2200;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;21;Abitazioni di tipo economico;OTTIMO; ;2650;3500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;13;Box;NORMALE;P;1550;2400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;9;Magazzini;NORMALE;P;650;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;OTTIMO; ;2000;3400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;5;Negozi;NORMALE;P;1300;1950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;6;Uffici;OTTIMO;P;1700;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;18;Uffici strutturati;OTTIMO;P;2300;3300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;8;Capannoni industriali;NORMALE;P;700;1050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;D;D40;MI00011751;10;Laboratori;NORMALE;P;800;1200;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;OTTIMO; ;3000;3600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;20;Abitazioni civili;NORMALE;P;2300;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;OTTIMO; ;2400;2900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;21;Abitazioni di tipo economico;NORMALE;P;1800;2500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;13;Box;NORMALE;P;1100;1600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;OTTIMO; ;2450;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;1;Ville e Villini;NORMALE;P;1700;2400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;9;Magazzini;NORMALE;P;450;750;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;5;Negozi;NORMALE;P;1000;1750;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;6;Uffici;OTTIMO;P;1000;1550;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;18;Uffici strutturati;OTTIMO;P;1750;2300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;8;Capannoni industriali;NORMALE;P;450;700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E5;MI00004784;10;Laboratori;NORMALE;P;450;750;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;OTTIMO; ;3000;3900;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;20;Abitazioni civili;NORMALE;P;2500;3000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;NORMALE;P;1900;2300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;21;Abitazioni di tipo economico;OTTIMO; ;2300;2700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;13;Box;NORMALE;P;1000;1550;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;9;Magazzini;NORMALE;P;300;500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;5;Negozi;NORMALE;P;1000;1800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;6;Uffici;OTTIMO;P;1500;2100;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;18;Uffici strutturati;OTTIMO;P;2000;2800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;8;Capannoni industriali;NORMALE;P;550;800;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E6;MI00004785;10;Laboratori;NORMALE;P;700;950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;OTTIMO; ;2500;2850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;20;Abitazioni civili;NORMALE;P;1900;2450;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;OTTIMO; ;2100;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;21;Abitazioni di tipo economico;NORMALE;P;1600;2050;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;13;Box;NORMALE;P;950;1300;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;9;Magazzini;NORMALE;P;350;550;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;5;Negozi;NORMALE;P;700;1400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;6;Uffici;OTTIMO;P;1500;1950;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;18;Uffici strutturati;OTTIMO;P;1700;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;8;Capannoni industriali;NORMALE;P;600;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E7;MI00004786;10;Laboratori;NORMALE;P;550;1000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;OTTIMO; ;2600;3700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;20;Abitazioni civili;NORMALE;P;1850;2550;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;OTTIMO; ;2200;2600;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;21;Abitazioni di tipo economico;NORMALE;P;1500;2150;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;13;Box;NORMALE;P;850;1400;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;9;Magazzini;NORMALE;P;400;700;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;5;Negozi;NORMALE;P;1300;2000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;6;Uffici;OTTIMO;P;1500;2000;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;18;Uffici strutturati;OTTIMO;P;2000;2500;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;8;Capannoni industriali;NORMALE;P;600;850;L
NORD-OVEST;LOMBARDIA;MI;3015146;C1AA; ;F205;MILANO;E;E8;MI00004787;10;Laboratori;NORMALE;P;600;1000;L
