Data risposta;ID impegno;Tipo utenza;Quale dichiarazione Tari hai presentato?;Nel complesso quanto è stato facile utilizzare questo servizio;Potresti specificare in quale punto hai riscontrato maggiori di;Nel complesso quanto sei soddisfatto del servizio online per la;Parleresti bene di questo servizio ad altre persone?
2024-12-16;80A5E403-94BB-EF11-B8E9-7C1E52210776;Utenze domestiche;Dichiarazione di cessazione;2;Altro;3;7
2024-11-29;80EA32B4-3CAE-EF11-B8E8-6045BD9C7D9B;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-11-28;80EB859D-B5AD-EF11-B8E8-7C1E5270F73E;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-10-11;80F23482-AD87-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-04;80FA2968-D239-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;2;3
2024-12-17;81269309-BCBC-EF11-B8E8-6045BDDCCA23;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;3;;3;8
2024-10-07;81296807-9584-EF11-AC20-6045BD9DA82C;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-06;813C06EA-9C3B-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-11-28;813F37DD-99AD-EF11-B8E8-7C1E5285D21E;Utenze domestiche;Dichiarazione di cessazione;2;complessità della procedura;2;5
2024-08-07;814827EA-D254-EF11-BFE3-000D3ABB5D16;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-27;8152587C-7AD5-EE11-904D-6045BD8C5AA8;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-03-04;8157788E-6DDA-EE11-904C-000D3AAC74F3;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-03-29;81642D63-B7ED-EE11-A204-6045BD878FE8;Utenze non domestiche;Dichiarazione di cessazione;3;;1;0
2024-01-18;816CBD2C-1CB6-EE11-A569-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;3;5
2024-10-05;817CBA73-FC82-EF11-AC21-000D3A47F721;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-17;8186888E-56BC-EF11-B8E9-000D3A66FD6F;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-12-12;818B807A-66B8-EF11-B8E8-6045BDA0B766;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-19;818DD098-782E-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-04;8193DBCE-9FF2-EE11-904B-0022487F1C76;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-06-07;81955488-D024-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-03;81D1F3A7-7339-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-16;81D56D3E-06FC-EE11-A1FE-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-20;81E009B2-26A7-EF11-B8E8-7C1E5282B461;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;9
2024-11-01;82107442-5498-EF11-8A69-7C1E5250F344;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-06-08;8223CC01-7325-EF11-840B-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-18;82429129-11E5-EE11-904D-6045BD9F83BF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-21;82435919-E2A7-EF11-B8E8-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-08-01;8248420E-2D50-EF11-BFE2-000D3ABB5D16;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-01;8269C828-F9C0-EE11-9078-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-15;828F9BE7-FB2A-EF11-840A-000D3AADDB32;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-02-13;82B2447B-54CA-EE11-9079-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-20;82F250F5-15D0-EE11-9079-6045BD8C507A;Utenze non domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-13;82F2EF5F-4811-EF11-9F89-7C1E52277232;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-16;82F2FD85-4AB4-EE11-A569-6045BD8C59FF;Utenze domestiche;Dichiarazione di cessazione;2;ricerca delle informazioni sul servizio;2;4
2024-03-16;82F64CFF-7BE3-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-02;82F9E070-0C99-EF11-8A6A-00224883261B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-11-02;8320E954-4A99-EF11-8A69-7C1E524F1A47;Utenze domestiche;Dichiarazione di occupazione;1;Altro;1;0
2024-05-04;8322B4BA-460A-EF11-9F8A-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-08;83290855-6085-EF11-AC20-6045BD905265;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-08-17;833F22E0-A25C-EF11-BFE3-6045BD8E74EE;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-03;835042F5-5DAA-EE11-BE37-6045BD8C56C2;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-12-10;8352C49D-31B7-EF11-B8E8-6045BD9A0DAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-29;83585733-F34D-EF11-BFE2-6045BD9772CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-20;835AA2E5-8216-EF11-9F89-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;2;complessità della procedura;4;10
2024-11-18;835CA661-A1A5-EF11-B8E8-6045BD9F4228;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-11-20;8363C9E8-8AA7-EF11-B8E8-6045BD9D67C6;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-06-29;8367CE9E-0636-EF11-8409-6045BD8BB1F6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-21;83814515-AA8F-EF11-8A69-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;3;9
2024-05-11;838CA959-770F-EF11-9F89-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-11;8392F073-D3C8-EE11-9079-6045BD8C54E2;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-04;83A3E2A5-8FC3-EE11-9079-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;1;Altro;2;4
2024-10-16;83BA0A30-C18B-EF11-AC20-000D3A4A1785;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-06;83E51096-1854-EF11-BFE3-6045BD9772CB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-23;83E7F87C-7931-EF11-8409-7C1E522652BC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-27;83F1C163-021C-EF11-840A-6045BD94B970;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-14;83F8C419-A8A2-EF11-8A6A-002248859B86;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-05-27;8406A340-321C-EF11-840A-6045BD9043CB;Utenze domestiche;Dichiarazione di occupazione;3;;3;5
2024-10-12;841AEB5D-B788-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-07-29;846D8217-854D-EF11-BFE2-6045BDF2E761;Utenze non domestiche;Dichiarazione di cessazione;4;;4;9
2024-02-29;84751BCD-28D7-EE11-904D-000D3A2BFCCB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-08;84999B7B-CF6D-EF11-A671-6045BD9772CB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-27;84A21A38-42BD-EE11-9078-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-28;84A3AA14-0CBE-EE11-9079-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-11-17;84AFC676-D5A4-EF11-8A69-6045BD8B9E34;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-08;84C6E6A8-6CAE-EE11-A569-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-25;84CF06A1-13D4-EE11-9079-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-05-24;84E13B4F-F219-EF11-9F89-6045BD963694;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-25;84E4D7A8-FBD3-EE11-9079-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-28;84FBB06D-D4BD-EE11-9079-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;4;;3;8
2024-01-18;852A5764-14B6-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-26;853DB502-B4D4-EE11-904D-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;3;9
2024-02-20;8556C044-21D0-EE11-9079-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;3;6
2024-05-22;8566AC06-4918-EF11-9F89-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-15;856D9F5D-38A3-EF11-8A69-7C1E524F5D00;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-31;85871BD3-5DC0-EE11-9079-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-17;85B37BB7-B8A4-EF11-8A69-6045BD8B9E34;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-10-16;85E334F7-988B-EF11-AC21-7C1E52129E4C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-17;85FDC67A-31A5-EF11-8A69-000D3ABF66A3;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-11-21;86066980-24A8-EF11-B8E8-6045BD89A247;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-04-04;860A00FB-76F2-EE11-904C-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-03-31;861C0785-85EF-EE11-904B-000D3A272643;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-06-08;8646A0AB-9725-EF11-840B-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-05-21;86504B0A-8717-EF11-9F89-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-18;8652E25D-21BD-EF11-B8E9-0022489A54C9;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-13;865975C9-38B9-EF11-B8E8-6045BD8F814C;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;8
2024-07-18;8659FB0A-0B45-EF11-A316-6045BD9CED1D;Utenze non domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-16;8662E90F-4D74-EF11-A670-6045BD8DBA44;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-21;86672074-7EB8-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-10-30;868B7199-C096-EF11-8A6A-002248859B86;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-01-29;86BF9892-FABE-EE11-9079-000D3AAC74F3;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-08-29;86C80D9F-4566-EF11-BFE2-6045BDA1E14B;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-11-15;86DC5694-25A3-EF11-8A69-7C1E5250F344;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-12;86DE6165-5A40-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-10-07;86EB765A-C384-EF11-AC21-6045BDF4FB0F;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-20;86EF2E53-C2E6-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-10;871CDE4B-0FB7-EF11-B8E8-6045BD969EBC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-10;8734D9F5-0F87-EF11-AC20-6045BD970AC8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-23;878517EF-29E9-EE11-904C-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-12-03;878C4D35-BEB1-EF11-B8E8-6045BDF6065D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-24;87925418-0E32-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;2;accesso al servizio (login);1;1
2024-03-08;87EE6FE6-65DD-EE11-904B-000D3AA89999;Utenze domestiche;Dichiarazione di occupazione;1;Altro;1;0
2024-02-16;88040B9D-E8CC-EE11-9079-6045BD8C5AA8;Utenze domestiche;Dichiarazione di cessazione;4;;4;7
2024-09-16;881AF729-4374-EF11-A670-6045BD8AA256;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-26;882A8E4E-9E93-EF11-8A69-6045BD9F4228;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-27;883FC048-08BD-EE11-9079-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-05;884F836A-0023-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-12-20;88524AE0-B4BE-EF11-B8E8-6045BDDDCAE6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-19;885F83AC-9E76-EF11-A670-6045BD9A11B1;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-03;88876FC1-1E39-EF11-8409-002248846292;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-05;88912A6C-163B-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-28;88BCF171-B5BD-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-06-07;88BDE139-CB24-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-06-12;88CDA408-BA28-EF11-840B-000D3A262F06;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-14;88DAA767-C072-EF11-A670-6045BD9E05FD;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-28;88FC4AF7-00C5-EF11-B8E9-000D3A66FD6F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-09;8907D215-28B6-EF11-B8E8-6045BD9916C2;Utenze domestiche;Dichiarazione di cessazione;3;;1;1
2024-01-11;8922994C-84B0-EE11-A569-6045BD8C5293;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;1;Altro;1;0
2024-01-02;8923B95D-55A9-EE11-BE37-000D3A243232;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;4;;4;10
2024-04-21;89260DC7-C1FF-EE11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-14;89308B3A-5ACB-EE11-9079-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;3;4
2024-05-16;8942EB0C-9313-EF11-9F89-6045BD94B970;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-31;897FF198-4E1F-EF11-840A-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;3;;4;8
2024-03-19;89A0CFF9-E2E5-EE11-904C-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-04;89E2DC43-AEF2-EE11-904B-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-28;89FFD451-D2EC-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-04-30;8A0D7739-0A07-EF11-9F89-6045BD940C6B;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;4;;4;10
2024-04-18;8A2B5D70-6AFD-EE11-A1FE-000D3ABFD3BB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-05;8A45799E-4A83-EF11-AC21-6045BDF3983D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-09;8A552485-959E-EF11-8A69-6045BD9F7262;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-04-05;8A5C4108-2CF3-EE11-904B-6045BD93C683;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-22;8A73A9E9-7700-EF11-9F89-6045BD9F5DBF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-29;8A970DC8-68AE-EF11-B8E8-6045BD89A247;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-10;8AA31D20-15F7-EE11-A1FD-002248882A85;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-07-08;8ABCE237-273D-EF11-8409-000D3AADDB32;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-23;8ADF03C9-5EC1-EF11-B8E8-000D3AB3211C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-30;8B1D4B22-047F-EF11-AC21-000D3A2EEDEE;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-09-26;8B1E6310-DD7B-EF11-AC20-6045BDF5958A;Utenze non domestiche;Dichiarazione di occupazione;3;;4;9
2024-05-28;8B318C1F-3B1D-EF11-840A-6045BD891A98;Utenze domestiche;Dichiarazione di occupazione;2;complessità della procedura;2;3
2024-10-01;8B3F41EA-FC7F-EF11-AC20-6045BD9D0F68;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-02-12;8B67A568-9DC9-EE11-9079-6045BD8C5AA8;Utenze domestiche;Dichiarazione di cessazione;4;;3;8
2024-04-24;8B71E651-2E02-EF11-9F89-6045BD93C683;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-09;8B7E0FAF-21DE-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-19;8B95483C-70FE-EE11-A1FE-000D3ABFD3BB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-01;8BA0FBF0-5268-EF11-BFE2-7C1E52264E22;Utenze domestiche;Dichiarazione di cessazione;2;linguaggio utilizzato;3;6
2024-03-14;8BC59E57-F7E1-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-05-24;8BD01768-BD19-EF11-9F89-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-15;8BDACBD5-9612-EF11-9F89-6045BD9A2C07;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-19;8BE44B45-362E-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-06-17;8BFD5F57-8A2C-EF11-840A-7C1E522652BC;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-10-15;8C1528CE-308B-EF11-AC20-6045BD9F7262;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-22;8C471A0D-6C60-EF11-BFE3-6045BD9C303E;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-02-29;8C522A5F-21D7-EE11-904D-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-25;8C55C3BF-5A7B-EF11-AC20-6045BDF4FB0F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-09;8C78B06B-6D26-EF11-840B-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;3;8
2024-08-30;8CAE4884-FE66-EF11-BFE3-000D3A3A3B41;Utenze domestiche;Dichiarazione di occupazione;1;Altro;1;0
2024-11-29;8CB3948B-3CAE-EF11-B8E8-6045BD8B7782;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;4;8
2024-10-09;8CB6962E-4B86-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-01-10;8CC48E60-A6AF-EE11-A569-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-01-03;8CD15D99-4DAA-EE11-BE37-000D3A2BFCCB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-03;8CE4D82B-7AAA-EE11-BE37-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;6
2024-05-05;8CEAEB91-E00A-EF11-9F8A-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-06;8D11BB68-CEB3-EF11-B8E8-7C1E5252B879;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;8
2024-05-27;8D1D47E9-641C-EF11-840A-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-13;8D2B3BAC-B771-EF11-A670-6045BD93A4B8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-11;8D30A528-43F8-EE11-A1FD-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-03-15;8D3B9668-E7E2-EE11-904C-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-18;8D5D80A5-CB75-EF11-A670-6045BD97BF75;Utenze domestiche;Dichiarazione di cessazione;3;;3;9
2024-10-25;8D6AC558-EE92-EF11-8A69-6045BD99F15D;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-12-06;8D768EA4-DCB3-EF11-B8E8-000D3A4BD4DA;Utenze non domestiche;Dichiarazione di cessazione;1;Altro;2;4
2024-03-07;8D8278F5-8EDC-EE11-904C-6045BD8C54CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-03-24;8DB89E7C-04EA-EE11-904D-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-19;8DD7636D-8776-EF11-A671-6045BD9C303E;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-06-10;8DDAC44F-3D27-EF11-840B-6045BD98EBF8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-23;8DE27D3D-C479-EF11-A670-7C1E52514027;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-11-18;8DEB7D4E-9BA5-EF11-B8E8-6045BD8B9E34;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-10-06;8DEF67DE-C983-EF11-AC21-6045BDF3CACF;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-10-10;8DF9746D-1F87-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di occupazione;3;;3;6
2024-05-08;8E0F8CEF-5E0D-EF11-9F89-6045BD93C683;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-10-14;8E152A9C-108A-EF11-AC20-6045BD970AC8;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-09;8E20E8C5-56C7-EE11-9079-6045BD8C54E2;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-14;8E2A574A-74FA-EE11-A1FF-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-11-14;8E5F6CF7-9AA2-EF11-8A69-6045BD99F15D;Utenze non domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-27;8E708E37-FE4B-EF11-BFE2-6045BD9C303E;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-01-26;8E8BB5CB-6FBC-EE11-A569-6045BD8C54CB;Utenze domestiche;Dichiarazione di occupazione;4;;1;3
2024-02-29;8E8F31D2-E9D6-EE11-904D-6045BD8C507A;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-09-18;8E9F6EC9-BA75-EF11-A670-6045BD9113BF;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-01-25;8EAA12FA-C9BB-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-06-05;8EBAED04-7F23-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-15;8EC4F205-EDE2-EE11-904D-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;3;9
2024-11-28;8ED84566-A9AD-EF11-B8E8-6045BD97059E;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-02-22;8EF5E6B0-45D1-EE11-9079-000D3AC21163;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-28;8F59218D-D71C-EF11-840A-000D3AA8114F;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-10-28;8F6F46C3-4A95-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-01-10;8F7388AE-B4AF-EE11-A569-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-22;8F7634CB-4EE8-EE11-904C-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-03-19;8F86C922-0AE6-EE11-904C-000D3ABFA746;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-06-07;8FB00228-A824-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-22;8FB8DFA3-44E8-EE11-904D-6045BD9F83BF;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-15;8FB9D7FA-80B3-EE11-A569-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-03-30;8FBBBC64-C8EE-EE11-A1FD-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;1;Altro;2;2
2024-01-24;8FF8B701-0ABB-EE11-A569-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-03-30;90063FDB-C9EE-EE11-A1FD-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-01-26;9010DBA6-3BBC-EE11-A569-000D3A26D4A6;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-07-21;9024A696-8447-EF11-BFE2-6045BD9772CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-10-02;902AC711-DF80-EF11-AC21-6045BDF4FB0F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-17;902AD7FF-3114-EF11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-02-05;902D83D8-41C4-EE11-9079-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-14;90405461-A9A2-EF11-8A6A-002248859B86;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-14;90449CCE-4DFA-EE11-A1FF-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;3
2024-06-07;904AFC1C-AD24-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-04;906CA16E-7882-EF11-AC21-000D3A2EEDEE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-20;9072999D-3AFF-EE11-9F89-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-19;9085F81A-5FA6-EF11-B8E8-7C1E525EF4FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-10;90BD53CC-4BF7-EE11-A1FE-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;3;6
